product_id,avg_sentiment,median_sentiment,positive_share,sentiment_review_count
P107306,0.511,0.705,80.6,253
P114902,0.589,0.7988,84.7,1529
P12045,0.649,0.80635,87.9,1684
P122651,0.528,0.66745,82.5,200
P122661,0.608,0.75315,86.8,810
P122718,0.645,0.8124,88.5,1192
P122727,0.536,0.6753,83.7,282
P122762,0.63,0.793,88.9,821
P122767,0.478,0.6588,78.7,169
P122774,0.558,0.7096,84.3,1635
P122782,0.547,0.69255,84.4,270
P122876,0.551,0.6696,86.6,224
P122881,0.539,0.6969,82.7,915
P122882,0.58,0.743,86.2,1373
P122900,0.629,0.7805,88.0,3974
P12295,0.704,0.8591,91.0,1069
P12336,0.681,0.8481,90.2,2409
P12573,0.693,0.8268,91.7,3594
P126301,0.627,0.7906,88.0,4370
P139000,0.616,0.7715000000000001,87.7,2204
P164932,0.666,0.8126,90.6,1981
P173619,0.607,0.7977,85.2,499
P173622,0.698,0.7975000000000001,93.3,60
P173652,0.637,0.78215,89.7,358
P173726,0.581,0.7178,85.9,2820
P174502,0.577,0.7463,84.6,1611
P188306,0.499,0.6778500000000001,80.6,712
P188307,0.542,0.734,83.3,1007
P188309,0.566,0.7543,84.5,1037
P196524,0.59,0.7901,85.0,459
P196542,0.564,0.7363999999999999,85.0,480
P201439,0.579,0.765,86.8,287
P201440,0.485,0.6808,78.3,584
P202935,0.661,0.7462,91.7,36
P203616,0.646,0.8287,88.2,1283
P2043,0.625,0.8021,85.7,384
P2046,0.621,0.75,85.7,91
P205614,0.442,0.6431,72.2,392
P214002,0.636,0.8173,87.8,1027
P217513,0.681,0.8232999999999999,91.2,908
P217931,0.594,0.79015,87.2,164
P217932,0.683,0.84165,91.6,394
P218700,0.64,0.802,88.7,7761
P230538,0.63,0.7506,88.0,1549
P232327,0.48,0.65905,80.3,238
P232902,0.669,0.86085,89.5,220
P232903,0.466,0.6696,77.2,3151
P232906,0.612,0.8176,86.0,705
P232907,0.519,0.7337,79.9,611
P232910,0.611,0.807,85.9,623
P232915,0.647,0.8274999999999999,88.6,2990
P232920,0.504,0.6862999999999999,82.9,70
P244701,0.652,0.7951,90.4,281
P248404,0.643,0.81725,88.6,4728
P248407,0.594,0.7901,85.0,7545
P251529,0.589,0.77485,84.8,564
P254720,0.564,0.7624500000000001,83.9,906
P257537,0.528,0.6697,83.0,905
P266126,0.626,0.7783,87.7,2398
P268700,0.597,0.7704,86.1,446
P269122,0.648,0.8076,89.1,7327
P270543,0.611,0.7774,86.5,223
P270544,0.565,0.74275,84.4,404
P270594,0.813,0.91385,96.1,3438
P270600,0.298,0.5849,63.6,11
P271682,0.459,0.6696,74.7,478
P278317,0.607,0.8033,86.0,2572
P281835,0.52,0.8,78.8,779
P282920,0.502,0.6839,78.7,408
P282935,0.588,0.7799,84.6,221
P283106,0.364,0.5386,70.6,626
P283501,0.633,0.82805,87.0,2022
P294018,0.657,0.8248,87.0,284
P296413,0.648,0.80335,90.9,264
P296415,0.648,0.8047,87.4,239
P297516,0.678,0.8493,90.0,3284
P297517,0.432,0.6166,74.5,1703
P297524,0.662,0.8248,89.2,4525
P297531,0.556,0.7269,82.2,501
P297551,0.592,0.7955,85.1,1000
P302103,0.606,0.77125,86.5,2954
P302900,0.608,0.78485,83.3,138
P306941,0.68,0.85065,88.5,600
P309306,0.673,0.8462,90.6,585
P309308,0.654,0.8582,87.3,5396
P309310,0.704,0.8866499999999999,90.3,950
P309409,0.505,0.7505,73.8,42
P311143,0.574,0.7646999999999999,83.1,508
P34402,0.493,0.6908,79.1,635
P3550,0.517,0.7149,79.5,625
P3617,0.583,0.78815,84.3,1216
P374115,0.51,0.6468,78.3,92
P374841,0.433,0.6249,76.0,383
P375354,0.633,0.7701,88.6,44
P375534,0.596,0.77475,85.9,988
P375841,0.708,0.8657,90.8,995
P375849,0.634,0.8267,87.5,2948
P375850,0.737,0.86355,94.3,918
P375852,0.666,0.836,88.3,435
P375853,0.659,0.8461,87.8,1000
P375854,0.901,0.95635,98.3,60
P375864,0.838,0.9411499999999999,95.2,62
P376135,0.618,0.7481,89.3,56
P376726,0.627,0.81745,87.3,2418
P376946,0.318,0.6369,60.0,15
P377178,0.562,0.743,84.0,125
P377368,0.494,0.5888,79.9,413
P377533,0.619,0.7969,87.1,1381
P377545,0.6,0.8053,85.5,901
P377561,0.502,0.743,80.1,1682
P377570,0.677,0.8479,88.4,1197
P377576,0.415,0.64235,72.0,150
P377577,0.581,0.7762,85.2,461
P377919,0.682,0.8271,92.1,101
P378219,0.687,0.8493,91.1,79
P378852,0.781,0.9022,94.6,3136
P379009,0.542,0.7707,81.1,37
P379064,0.662,0.8168,87.8,139
P379510,0.716,0.8648,91.6,1603
P379704,0.602,0.8585,86.7,75
P379705,0.655,0.8402,87.2,94
P379707,0.702,0.8765,89.7,847
P379709,0.498,0.73125,78.7,136
P379710,0.773,0.9152,93.7,699
P379711,0.514,0.7941,80.1,241
P379907,0.641,0.8268,87.3,245
P379995,0.668,0.8343499999999999,89.4,94
P380000,0.731,0.871,93.3,298
P380001,0.531,0.7901,78.3,23
P380027,0.686,0.8585,89.7,116
P380030,0.579,0.7362500000000001,78.6,28
P381020,0.626,0.793,87.1,661
P381030,0.508,0.6817,80.4,2120
P38217,0.652,0.8071,89.0,254
P382204,0.631,0.8118000000000001,86.7,534
P382356,0.553,0.7135,84.9,86
P383051,0.651,0.8269500000000001,87.5,88
P383052,0.453,0.6316999999999999,75.5,102
P383053,0.582,0.7845,84.2,146
P383054,0.692,0.85075,90.7,54
P383182,0.299,0.6286499999999999,64.3,14
P383308,0.568,0.8551,82.4,51
P384537,0.645,0.8331,87.5,502
P384539,0.628,0.8176,87.7,1062
P384778,0.541,0.7322,82.3,609
P384780,0.596,0.78835,85.4,1088
P384821,0.571,0.7663500000000001,84.1,552
P385253,0.617,0.829,85.5,207
P385262,0.537,0.7738,79.4,136
P385320,0.457,0.7096,72.4,105
P385432,0.483,0.6617,78.8,1078
P385631,0.644,0.83485,87.7,268
P385632,0.633,0.79935,87.4,182
P385773,0.6,0.7827500000000001,87.5,136
P386197,0.829,0.9279,96.2,1625
P386739,0.712,0.8778,91.0,210
P386754,0.462,0.6996,76.7,614
P386755,0.7,0.8151,91.1,135
P386757,0.392,0.5144,74.6,63
P386759,0.155,0.17370000000000002,56.1,82
P386760,0.569,0.8065,84.6,65
P386762,0.635,0.7343500000000001,91.3,46
P386764,0.515,0.6808,83.1,65
P387261,0.736,0.8765,92.9,719
P387511,0.632,0.8074,88.7,159
P388200,0.65,0.84785,87.7,334
P388262,0.53,0.7202,81.9,116
P388545,0.663,0.81175,91.0,144
P388982,0.32,0.6124,65.2,69
P389097,0.559,0.7503,83.3,18
P390987,0.54,0.7964,76.9,13
P391799,0.657,0.83535,89.0,482
P391802,0.47,0.6923,77.0,508
P392004,0.614,0.8268,84.8,99
P392142,0.633,0.8225,86.3,95
P392143,0.618,0.8746,84.2,120
P392144,0.732,0.90065,91.2,170
P392235,0.675,0.8327,90.3,1833
P392239,0.65,0.7964,88.0,399
P392245,0.6,0.7845,86.0,1649
P392246,0.585,0.8016,84.1,3440
P392248,0.662,0.8634,87.1,449
P392249,0.624,0.84175,86.0,386
P392472,0.637,0.8311999999999999,89.0,118
P392522,0.675,0.8439,88.0,25
P392607,0.542,0.7366,79.7,197
P392608,0.673,0.85385,90.1,538
P392648,0.455,0.6784,77.6,165
P39274,0.651,0.83175,88.7,1602
P392891,0.641,0.8469,85.0,20
P392892,0.644,0.8271,85.4,41
P392945,0.504,0.7088,79.5,229
P393076,0.616,0.8072,85.8,562
P393501,0.368,0.5772999999999999,71.6,102
P393600,0.361,0.6415,76.9,13
P393718,0.596,0.8225,84.2,2443
P394124,0.683,0.85015,89.8,488
P394397,0.604,0.8047,85.5,772
P394624,0.678,0.83775,89.9,4522
P394639,0.689,0.8419,91.1,7279
P394702,0.507,0.65325,79.7,128
P394826,0.517,0.7289,81.5,401
P395389,0.677,0.8911,88.0,133
P395417,0.534,0.7713,75.0,100
P395507,0.848,0.8483,100.0,2
P395615,0.684,0.8519,89.8,1038
P395723,0.679,0.7783,93.5,77
P396623,0.453,0.7351,75.8,623
P397310,0.598,0.77415,85.1,316
P397465,0.629,0.7666,88.4,112
P397622,0.579,0.7884,86.0,129
P397623,0.602,0.7738,84.1,277
P397624,0.601,0.79065,86.0,322
P397625,0.6,0.7836000000000001,87.1,70
P397626,0.505,0.6808,82.5,63
P397627,0.405,0.6597,71.4,49
P397890,0.747,0.87575,93.5,1766
P398500,0.692,0.8556,88.1,59
P398502,0.657,0.87155,87.9,124
P398717,0.611,0.7753,87.2,164
P398761,0.562,0.775,83.7,239
P399622,0.725,0.85675,90.2,82
P399623,0.611,0.8016,85.8,2032
P399656,0.76,0.8786,93.9,82
P39970,0.64,0.8219000000000001,87.3,936
P399755,0.733,0.90455,90.8,120
P399932,0.41,0.6249,72.9,554
P399934,0.65,0.77925,89.1,46
P400203,0.592,0.8172,84.4,960
P400204,0.684,0.8641,88.3,343
P400205,0.748,0.891,94.2,241
P400207,0.628,0.837,86.6,1927
P400259,0.71,0.901,90.3,1605
P4010,0.625,0.7934,88.3,787
P401158,0.694,0.8779,89.6,77
P4015,0.602,0.78135,87.0,888
P401570,0.644,0.82345,86.0,86
P4016,0.571,0.77655,83.9,2570
P402014,0.733,0.8989,91.7,276
P402718,0.674,0.8751500000000001,88.0,1494
P402942,0.562,0.81445,80.4,168
P402943,0.534,0.79415,79.1,86
P402944,0.593,0.8266,82.9,427
P402992,0.457,0.7096,72.4,105
P402993,0.506,0.7482,88.9,9
P4032,0.63,0.8016,87.7,317
P403315,0.669,0.8467,89.0,181
P403748,0.487,0.6908,78.4,102
P403817,0.499,0.7003,78.7,1005
P403818,0.554,0.7463500000000001,82.5,1898
P4039,0.6,0.775,86.2,174
P404168,0.57,0.7964,84.4,77
P404169,0.551,0.7056,83.0,88
P404232,0.57,0.74205,83.8,74
P404322,0.69,0.85,90.4,945
P404338,0.602,0.7866,85.9,1391
P404465,0.583,0.807,84.6,149
P404793,0.834,0.9268,96.8,967
P404794,0.55,0.81635,79.0,276
P404795,0.545,0.74625,82.1,1326
P405032,0.646,0.8422,87.0,23
P405096,0.672,0.8478,90.1,1157
P405285,0.616,0.6327499999999999,83.3,6
P405286,0.586,0.69875,91.2,34
P405584,0.684,0.8797,89.0,599
P405589,0.595,0.7830999999999999,90.9,22
P405599,0.678,0.836,90.1,1745
P405825,0.472,0.7557499999999999,75.0,8
P405826,0.655,0.8802,87.0,247
P405827,0.462,0.69955,78.3,60
P405944,0.331,0.5147,66.1,227
P406104,0.519,0.7326,79.4,321
P406529,0.627,0.8328,83.6,61
P406656,0.586,0.7895,100.0,3
P406712,0.627,0.802,87.2,2558
P406941,0.667,0.8316,92.0,75
P406942,0.633,0.8225,85.1,67
P407040,0.567,0.7638,85.2,115
P407381,0.628,0.8533,84.4,64
P407387,0.532,0.6997,82.8,215
P407444,0.598,0.7957000000000001,86.5,342
P407448,0.639,0.8533,86.4,442
P407450,0.699,0.8684,91.0,513
P408230,0.796,0.9052,96.2,159
P408241,0.716,0.8726499999999999,91.0,78
P408271,0.598,0.7259,87.0,23
P408273,0.597,0.80365,88.5,26
P408301,0.584,0.8271,79.8,129
P408542,0.566,0.7783,85.2,27
P408678,0.471,0.6858,77.1,48
P409227,0.664,0.7992,85.7,7
P409630,0.582,0.7777,83.5,297
P409631,0.74,0.86615,93.2,968
P409800,0.645,0.8065,88.4,3798
P409816,0.724,0.8569,88.9,45
P409834,0.653,0.8126,88.9,63
P409920,0.408,0.5902000000000001,76.2,42
P410101,0.384,0.5281,76.2,84
P410400,0.52,0.7845,79.0,2281
P410657,0.682,0.849,87.5,16
P410755,0.774,0.9238500000000001,90.4,104
P410756,0.735,0.93275,90.2,132
P410809,0.339,0.5873,67.7,31
P410883,0.515,0.7311,80.3,137
P411254,0.62,0.8621000000000001,84.0,306
P411360,0.675,0.83785,92.1,76
P411365,0.748,0.8946,92.9,1031
P411387,0.668,0.85155,88.9,5852
P411388,0.652,0.8317,87.7,1670
P411393,0.576,0.7758,85.1,934
P411401,0.57,0.7783,83.9,1025
P411403,0.805,0.9118,95.9,2487
P411539,0.63,0.82635,87.3,1366
P411540,0.626,0.8239,86.7,5315
P411881,0.441,0.6369,79.4,131
P412025,0.574,0.7788999999999999,83.1,390
P412117,0.6,0.73275,89.5,114
P412407,0.546,0.8294,75.3,81
P413326,0.751,0.8871,92.5,671
P413613,0.632,0.8365,88.1,134
P414293,0.595,0.8203,83.6,529
P414737,0.543,0.7574,80.4,479
P415202,0.496,0.7003,79.9,359
P415237,0.703,0.85995,91.0,1822
P415619,0.819,0.9354,95.2,1457
P415620,0.603,0.79305,85.9,504
P415667,0.543,0.765,82.8,623
P415701,0.634,0.803,87.6,1829
P415747,0.683,0.8392,90.8,1346
P415771,0.762,0.8971,93.8,2483
P415773,0.609,0.7937,86.5,363
P415777,0.57,0.8009,83.4,2548
P416139,0.681,0.8553,90.0,977
P416312,0.643,0.80105,90.2,194
P416341,0.649,0.84675,87.7,1378
P416344,0.617,0.7676,87.4,119
P416538,0.64,0.77515,90.5,42
P416552,0.683,0.8516,89.8,205
P416560,0.587,0.8018000000000001,85.0,638
P416561,0.618,0.815,85.8,711
P416562,0.475,0.6940500000000001,77.5,652
P416563,0.736,0.8777,92.6,1470
P416564,0.634,0.7901,87.8,477
P416588,0.162,0.1597,50.0,4
P416589,0.868,0.9411499999999999,100.0,8
P416725,0.642,0.8341,82.8,29
P416728,0.748,0.8687,94.3,35
P416755,0.584,0.81455,86.3,146
P416815,0.705,0.8718,90.5,1446
P416816,0.653,0.8351500000000001,88.4,1670
P416824,0.521,0.7394000000000001,80.1,156
P416825,0.475,0.7543,79.2,159
P416923,0.548,0.7488999999999999,82.8,326
P417107,0.687,0.8516,90.1,71
P417110,0.344,0.6059,66.7,15
P417111,0.566,0.7717,87.3,55
P417114,0.744,0.8687,93.3,45
P417115,0.517,0.702,85.7,35
P417118,0.66,0.7666,91.0,67
P417238,0.678,0.8356,90.3,6141
P417241,0.751,0.8932,94.5,199
P417242,0.593,0.7638,85.9,192
P417243,0.535,0.7351,82.2,45
P417323,0.717,0.7831,94.6,37
P417359,0.766,0.7534000000000001,100.0,14
P417604,0.59,0.8598,81.2,32
P417625,0.567,0.7842,79.6,108
P417867,0.689,0.8296,90.0,260
P417936,0.612,0.812,86.4,1348
P417980,0.599,0.81035,87.4,350
P417984,0.594,0.78565,86.1,244
P418218,0.618,0.8066,86.3,4159
P418221,0.607,0.8147,84.0,156
P418346,0.691,0.8795,89.2,1796
P418624,0.717,0.8772,90.7,1121
P418629,0.678,0.8519,89.7,1101
P418872,0.746,0.8777,93.3,877
P419221,0.499,0.7717,78.4,844
P419222,0.452,0.6966,77.1,1361
P419223,0.565,0.7813,82.7,1066
P419466,0.548,0.8438,79.3,58
P419633,0.39,0.67445,66.9,142
P420143,0.582,0.8405,84.8,250
P420158,0.707,0.8619,91.6,419
P420224,0.607,0.82945,84.2,532
P420230,0.512,0.6973,80.5,205
P420638,0.684,0.8054,89.2,37
P420652,0.639,0.80705,87.6,16084
P420699,0.68,0.8555,88.5,651
P421235,0.755,0.8855,93.7,2606
P421243,0.704,0.8402,92.5,2187
P421249,0.705,0.8681,88.7,62
P421271,0.346,0.4914,69.7,89
P421275,0.488,0.68535,78.8,4576
P421276,0.783,0.8966,95.1,1041
P421277,0.58,0.80135,84.0,1158
P421432,0.434,0.6249,74.5,589
P421600,0.605,0.8439,84.0,312
P421996,0.678,0.8364,90.1,2513
P421997,0.571,0.7785500000000001,83.0,194
P421998,0.604,0.7929999999999999,85.6,1168
P422000,0.588,0.7684,84.4,1665
P422002,0.634,0.8011,87.7,521
P422003,0.652,0.8423499999999999,87.0,138
P422004,0.495,0.69,80.2,91
P422005,0.499,0.76065,79.8,84
P422007,0.72,0.8778,91.8,862
P422011,0.599,0.7838,87.9,182
P422012,0.56,0.7628999999999999,84.2,158
P422013,0.705,0.85375,92.2,306
P422022,0.571,0.7503,83.1,910
P42204,0.66,0.8065,89.4,5198
P42205,0.711,0.8389,92.3,2441
P422248,0.591,0.7989999999999999,84.4,186
P422253,0.415,0.468,78.8,33
P422257,0.679,0.8762,89.4,226
P422260,0.446,0.6946,66.7,15
P422428,0.715,0.8515999999999999,93.6,78
P422430,0.835,0.9188000000000001,97.4,1256
P422510,0.678,0.8364,90.1,2513
P422536,0.775,0.90665,93.5,2304
P422648,0.608,0.7865,80.8,52
P422649,0.557,0.8561,80.8,26
P422848,0.754,0.9186,95.2,21
P422905,0.702,0.8516,91.1,2964
P423123,0.773,0.8932,95.8,309
P423125,0.732,0.8438,94.9,156
P423127,0.749,0.8934,94.0,199
P423130,0.742,0.87555,93.3,390
P423134,0.724,0.8647,92.6,204
P423135,0.799,0.9259,94.2,225
P423136,0.772,0.9061,94.1,716
P423142,0.779,0.8786499999999999,95.3,428
P423143,0.667,0.85085,86.1,36
P423145,0.36,0.554,78.3,23
P423148,0.782,0.9097,94.5,1229
P423150,0.766,0.8953,93.4,317
P423157,0.511,0.79265,77.9,136
P423159,0.501,0.7707,76.5,51
P423163,0.725,0.8519,94.1,17
P423164,0.713,0.8356,91.3,23
P423165,0.528,0.7594,77.8,36
P423166,0.48,0.6369,80.0,5
P423167,0.722,0.7222,100.0,2
P423168,0.919,0.9188000000000001,100.0,2
P423169,0.529,0.61195,91.7,12
P423254,0.59,0.78905,84.8,290
P423259,0.623,0.8244,86.2,1077
P423264,0.487,0.69535,81.5,54
P423688,0.791,0.9067,94.9,4599
P423690,0.556,0.78555,78.6,28
P424378,0.567,0.7753,82.0,267
P424948,0.659,0.8317,89.2,1691
P424984,0.674,0.8582,89.2,65
P424985,0.701,0.8827,90.0,90
P424986,0.671,0.8873500000000001,86.7,180
P424987,0.398,0.5731999999999999,70.8,24
P424988,0.636,0.8288500000000001,86.6,470
P424989,0.656,0.8669,88.3,196
P424990,0.661,0.8709,88.4,173
P426080,0.664,0.8478,88.3,489
P426183,0.634,0.82655,87.5,2946
P426340,0.692,0.8528,89.9,1719
P426501,0.649,0.84675,87.7,1378
P426707,0.631,0.82665,86.6,1070
P426829,0.657,0.8164,89.2,409
P426836,0.593,0.8071,85.1,2692
P427393,0.392,0.63045,68.9,148
P427397,0.784,0.8999,94.4,1186
P427404,0.533,0.73285,80.7,166
P427405,0.622,0.80125,85.2,236
P427406,0.548,0.74615,82.3,2884
P427409,0.497,0.7094499999999999,79.2,394
P427410,0.418,0.6369,73.7,1113
P427411,0.506,0.6771499999999999,80.5,958
P427412,0.48,0.6808,75.1,755
P427413,0.574,0.7506,84.0,1289
P427414,0.601,0.7717,86.5,2052
P427415,0.582,0.7778,84.7,1619
P427416,0.433,0.624,73.7,2114
P427417,0.499,0.6988,79.9,5775
P427418,0.569,0.78095,83.3,706
P427419,0.558,0.7384,82.4,3781
P427420,0.559,0.7351,83.6,1607
P427421,0.57,0.7871,83.9,6045
P427513,0.308,0.4019,61.5,13
P427529,0.548,0.7223,83.3,389
P427536,0.616,0.82465,86.0,2358
P427638,0.688,0.8516,90.8,632
P427640,0.559,0.7506,81.8,11
P427641,0.499,0.7777,74.5,47
P427729,0.602,0.8422,84.4,64
P427731,0.863,0.9269,100.0,15
P427732,0.743,0.8316,92.3,13
P428005,0.4,0.66195,70.0,20
P428095,0.585,0.8074,83.9,1233
P428100,0.627,0.8389,87.0,762
P428103,0.73,0.8759,90.0,10
P428240,0.692,0.8621,90.4,219
P428250,0.544,0.7761,81.5,1566
P428255,0.636,0.802,88.1,151
P428414,0.636,0.8439,78.6,14
P428416,0.596,0.7661,87.5,834
P428422,0.527,0.624,87.9,33
P428423,0.606,0.88375,82.4,34
P428636,0.608,0.7416,87.0,23
P428637,0.489,0.6427499999999999,77.3,22
P428639,0.7,0.7416,100.0,13
P428668,0.616,0.7884,86.7,487
P428816,0.521,0.7494000000000001,79.2,400
P428819,0.672,0.8618,88.6,1926
P429043,0.518,0.8111,78.3,189
P429242,0.82,0.9182,96.0,1529
P429250,0.606,0.8048,85.5,475
P429504,0.179,0.13035,62.5,8
P429508,0.869,0.9323,100.0,23
P429515,0.535,0.7639,80.5,1483
P429516,0.761,0.9049,93.5,798
P429522,0.445,0.6732,74.4,125
P429526,0.641,0.76,91.3,103
P429529,0.557,0.7269,82.5,429
P429538,0.501,0.8402,73.3,15
P429637,0.611,0.8346,85.4,137
P429659,0.625,0.8402,83.5,97
P429661,0.66,0.8832,84.5,103
P429662,0.449,0.6948,74.5,239
P429675,0.609,0.7921,92.3,13
P429676,0.4,0.6034,74.2,31
P429683,0.667,0.8664499999999999,87.5,160
P429952,0.612,0.8225,85.8,4419
P429953,0.546,0.7906,82.3,497
P429954,0.583,0.8235,82.0,267
P430143,0.541,0.71095,83.3,12
P430146,0.691,0.861,89.9,1062
P430337,0.776,0.9051,94.2,2960
P430338,0.688,0.7303999999999999,95.8,24
P430405,0.789,0.87845,100.0,10
P430809,0.641,0.7378,87.5,16
P430812,0.621,0.8047,88.9,171
P430813,0.604,0.8271,84.1,107
P430818,0.635,0.7922,88.3,298
P430903,0.625,0.8409,84.6,299
P431180,0.604,0.8397,84.2,2849
P431181,0.602,0.85525,84.0,1072
P431187,0.676,0.8577,88.7,878
P431416,0.678,0.8516,89.4,47
P431418,0.556,0.8395,82.6,23
P431419,0.407,0.7717,68.0,25
P431733,0.617,0.7761,86.4,81
P431840,0.559,0.7574,83.4,151
P431847,0.674,0.8460000000000001,88.8,188
P431848,0.807,0.9208,95.7,1521
P432045,0.497,0.6959,78.0,644
P432048,0.723,0.9071,90.0,319
P432049,0.629,0.8445,85.9,510
P432053,0.63,0.80285,87.2,156
P432239,0.511,0.7096,78.0,191
P432240,0.277,0.24305000000000002,50.0,4
P432241,0.669,0.8597,88.4,716
P432242,0.698,0.86105,92.4,568
P432243,0.389,0.5763,71.4,196
P432255,0.647,0.6369,100.0,3
P432256,0.687,0.89665,92.9,28
P432262,0.603,0.8261499999999999,84.0,400
P432421,0.513,0.68335,81.8,88
P432662,0.409,0.714,65.6,61
P432668,0.707,0.8633500000000001,90.9,2042
P432818,0.735,0.9241,89.5,171
P432823,0.606,0.8421,84.8,303
P432824,0.573,0.8568,81.0,179
P432829,0.672,0.83355,90.0,2072
P432831,0.701,0.8834,91.1,214
P432835,0.658,0.8645499999999999,89.3,28
P433143,0.555,0.7382,81.9,260
P433155,0.66,0.7797499999999999,87.5,32
P433435,0.691,0.8863,89.4,1419
P433440,0.638,0.8818,81.8,33
P433443,0.737,0.886,92.5,986
P433444,0.83,0.9228,96.7,1074
P433446,0.709,0.897,85.7,14
P433453,0.355,0.6278,68.8,240
