product_id,avg_sentiment,median_sentiment,positive_share,sentiment_review_count
P433456,0.572,0.8185,84.8,343
P433457,0.708,0.8427,93.7,318
P433461,0.604,0.8419,83.3,42
P433465,0.655,0.83655,88.9,18
P433466,0.643,0.86545,86.4,22
P433468,0.559,0.7345,86.7,105
P433469,0.687,0.8068,89.7,39
P433519,0.514,0.7644,76.4,123
P433520,0.763,0.889,94.2,3471
P433521,0.737,0.8685499999999999,92.8,842
P433522,0.616,0.8219000000000001,80.0,60
P433524,0.807,0.8633,100.0,35
P433617,0.632,0.8356,85.1,47
P433618,0.657,0.85,87.2,109
P433619,0.542,0.8176,76.2,21
P433620,0.583,0.71855,91.7,12
P433621,0.463,0.5922000000000001,76.9,26
P433627,0.647,0.8622,88.6,491
P433884,0.717,0.8241,93.8,65
P433887,0.631,0.8318,87.2,2093
P433962,0.654,0.8381,91.3,23
P433971,0.711,0.8947,90.5,168
P433973,0.777,0.9046000000000001,94.8,230
P433974,0.715,0.8489,92.8,97
P433975,0.663,0.86915,88.8,116
P434336,0.714,0.875,90.6,1166
P434340,0.624,0.849,84.0,75
P434360,0.682,0.8519,89.4,1335
P434361,0.683,0.8508,89.8,402
P434545,0.785,0.9215,93.5,1238
P434546,0.585,0.8110999999999999,84.1,522
P434548,0.616,0.8223,85.4,1926
P434550,0.734,0.89415,90.2,306
P435209,0.836,0.9358,96.6,296
P435386,0.578,0.7579,85.6,410
P435387,0.6,0.7047,90.0,10
P435790,0.891,0.90245,100.0,4
P435800,0.693,0.8718,89.1,404
P435801,0.553,0.82725,83.3,48
P435975,0.59,0.784,81.8,247
P436094,0.656,0.8350500000000001,89.9,624
P436343,0.275,0.4404,63.6,11
P436346,0.657,0.8734999999999999,88.9,18
P436347,0.715,0.8257,90.9,11
P436353,0.627,0.8111,86.2,333
P436359,0.638,0.8402,86.5,1065
P436365,0.517,0.8016,76.9,121
P436378,0.662,0.8112,87.9,33
P436387,0.693,0.8844,88.7,529
P436891,0.472,0.7457,77.0,291
P437477,0.575,0.8088,82.6,69
P437960,0.616,0.7574,87.3,71
P437981,0.614,0.8221499999999999,84.7,476
P438362,0.754,0.8307,100.0,9
P438617,0.751,0.9118,93.2,427
P438618,0.795,0.9209499999999999,94.1,424
P438619,0.731,0.8955,91.0,531
P438620,0.769,0.91935,92.4,472
P438628,0.691,0.8585499999999999,90.5,84
P438629,0.656,0.8555,90.9,11
P438630,0.576,0.7379,85.7,7
P438632,0.405,0.6633,64.3,14
P438634,0.506,0.7717,77.8,9
P438635,0.537,0.742,79.3,82
P438637,0.64,0.8506,87.1,202
P438638,0.59,0.7779499999999999,87.5,8
P438640,0.726,0.7925500000000001,100.0,10
P438642,0.34,0.6249,66.7,18
P438643,0.631,0.8122,86.2,87
P438648,0.562,0.8417,79.5,39
P439055,0.782,0.8985,95.1,1319
P439057,0.741,0.87465,94.0,448
P439058,0.71,0.88625,90.3,1606
P439061,0.66,0.8478,88.0,2953
P439098,0.313,0.7103999999999999,66.7,6
P439099,0.594,0.8122,85.7,7
P439626,0.51,0.6407,81.0,63
P439643,0.457,0.6996,77.1,271
P439648,0.44,0.69375,65.4,26
P439672,0.559,0.7579,83.7,135
P439926,0.53,0.7745,80.9,1260
P439927,0.713,0.8608,91.8,279
P439928,0.532,0.7841,79.9,648
P440072,0.496,0.7177,79.1,91
P440075,0.598,0.8172,85.2,514
P440302,0.498,0.6956,83.9,31
P440305,0.698,0.85625,90.8,174
P440306,0.588,0.7251000000000001,89.3,84
P440307,0.658,0.8341,88.5,2353
P440309,0.643,0.8466,90.6,53
P440312,0.743,0.8744,93.3,1684
P440317,0.437,0.7574,73.4,109
P440482,0.512,0.7482,79.5,297
P440483,0.582,0.7840499999999999,84.9,126
P440484,0.716,0.8816,90.1,91
P440485,0.63,0.8018000000000001,88.9,72
P440486,0.535,0.7681,78.1,73
P440489,0.591,0.77905,87.1,62
P440490,0.385,0.554,72.2,79
P440491,0.611,0.7615,83.8,37
P440492,0.551,0.749,76.5,34
P440493,0.531,0.7964,77.4,31
P440494,0.597,0.803,85.7,49
P440496,0.322,0.5095,65.9,41
P440498,0.462,0.6487,78.8,396
P440499,0.49,0.6988,78.8,33
P440500,0.697,0.784,95.2,21
P440501,0.545,0.7582500000000001,82.3,62
P440502,0.398,0.6189,69.3,75
P440503,0.572,0.7866,82.0,167
P440504,0.652,0.8612500000000001,87.1,490
P440505,0.741,0.8705,95.5,22
P440650,0.757,0.8979,93.6,987
P440651,0.576,0.7783,84.3,2447
P440658,0.745,0.8977,93.2,133
P440922,0.565,0.8825,60.0,5
P440923,0.486,0.6212,73.3,30
P440925,0.659,0.8297,89.0,1644
P440926,0.558,0.69,84.8,105
P440929,0.674,0.8304499999999999,89.4,104
P440933,0.489,0.6563,78.7,127
P440934,0.529,0.7142,81.8,803
P440937,0.517,0.70575,81.1,222
P440949,0.751,0.88375,94.1,910
P440981,0.686,0.8689,88.7,177
P441045,0.589,0.84335,82.4,68
P441101,0.634,0.8191,87.1,3157
P441220,0.583,0.7639,85.1,437
P441323,0.626,0.7927,87.0,316
P441644,0.668,0.85135,88.9,5842
P441645,0.72,0.9197500000000001,90.0,40
P442001,0.604,0.8908,76.1,46
P442003,0.732,0.8837999999999999,92.0,526
P442263,0.397,0.5555,75.7,37
P442267,0.648,0.9167,81.5,27
P442535,0.571,0.7535000000000001,82.7,450
P442537,0.44,0.596,70.6,17
P442539,0.73,0.8368,92.9,84
P442540,0.706,0.8173,92.6,95
P442542,0.735,0.7877,100.0,15
P442545,0.61,0.8264,83.3,12
P442546,0.807,0.9035,97.4,77
P442548,0.536,0.5859,84.8,33
P442563,0.573,0.775,83.5,3225
P442564,0.627,0.8316,86.4,552
P442566,0.595,0.8122,84.7,1523
P442589,0.487,0.7096,77.4,447
P442594,0.672,0.8349,89.2,1486
P442713,0.493,0.6808,81.5,162
P442734,0.616,0.8268,86.9,61
P442741,0.775,0.8865000000000001,95.0,560
P442742,0.774,0.8878,95.1,546
P442743,0.777,0.9047499999999999,94.7,508
P442744,0.738,0.88215,92.6,986
P442745,0.683,0.8702,87.2,39
P442747,0.462,0.74075,72.4,58
P442748,0.705,0.8679,93.8,32
P442752,0.585,0.7934,83.9,255
P442753,0.534,0.74,79.4,247
P442754,0.484,0.7081,78.2,499
P442755,0.528,0.7847500000000001,80.5,164
P442756,0.563,0.8092,78.5,163
P442757,0.598,0.7964,84.8,243
P442758,0.575,0.7906,83.8,433
P442759,0.558,0.74105,83.3,228
P442761,0.675,0.879,89.1,841
P442830,0.62,0.7868999999999999,86.9,654
P442833,0.521,0.7276,80.0,140
P442836,0.722,0.8856,90.7,995
P442837,0.785,0.9174,94.5,420
P442838,0.688,0.8766,88.5,931
P442839,0.769,0.9217,92.4,569
P442840,0.66,0.8555,88.0,2466
P442841,0.42,0.49324999999999997,76.6,64
P442843,0.494,0.7041,79.2,462
P442850,0.662,0.82715,88.0,242
P442853,0.687,0.8601,90.5,95
P442854,0.632,0.8378,86.9,122
P442857,0.372,0.5572,69.7,577
P442858,0.811,0.9208,95.4,1231
P442859,0.727,0.8878,91.5,117
P442860,0.441,0.59925,83.3,30
P442867,0.776,0.90065,94.3,384
P442871,0.518,0.7241500000000001,80.8,432
P442989,0.455,0.7183999999999999,76.8,138
P442990,0.493,0.7744500000000001,78.3,414
P443349,0.671,0.8398,89.6,657
P443350,0.782,0.9097,94.5,1229
P443351,0.766,0.8953,93.4,317
P443352,0.791,0.9067,94.9,4599
P443358,0.751,0.8798,94.0,151
P443359,0.767,0.8733,95.4,475
P443366,0.82,0.8993,97.2,141
P443369,0.799,0.9313,94.5,181
P443370,0.799,0.9147,95.5,617
P443375,0.573,0.7186,78.1,32
P443376,0.306,0.6424,60.9,23
P443377,0.419,0.68065,68.8,16
P443383,0.379,0.5574,68.8,141
P443549,0.738,0.85775,93.8,16
P443550,0.456,0.6359,75.9,29
P443563,0.725,0.8655,91.7,3712
P443700,0.772,0.9061,94.1,716
P443810,0.087,0.0,41.2,17
P443812,0.509,0.8157000000000001,75.0,12
P443829,0.531,0.82595,80.9,392
P443830,0.683,0.8209,90.9,960
P443833,0.629,0.7966,88.1,1552
P443834,0.625,0.8217,88.0,175
P443837,0.66,0.7959,89.4,227
P443838,0.641,0.8213,88.7,291
P443839,0.602,0.7860499999999999,87.2,148
P443840,0.54,0.7258,81.7,1593
P443841,0.444,0.70225,75.9,514
P443842,0.619,0.7955,86.8,1139
P443843,0.653,0.8126,89.8,607
P443845,0.649,0.8074,88.8,1965
P443846,0.619,0.7605999999999999,88.1,578
P444013,0.635,0.867,83.3,84
P444057,0.768,0.889,94.9,683
P444216,0.727,0.8779,92.1,177
P444222,0.697,0.8626,89.8,354
P444225,0.612,0.8357,85.9,99
P444226,0.656,0.8500000000000001,87.8,312
P444237,0.594,0.635,90.0,10
P444470,0.753,0.8999,89.7,29
P444614,0.615,0.87295,84.2,120
P444615,0.557,0.765,78.8,33
P444718,0.597,0.7876,86.7,890
P444964,0.552,0.79775,80.4,56
P444967,0.599,0.7715,88.6,123
P444968,0.48,0.70785,77.3,66
P444969,0.605,0.7386,93.6,47
P444970,0.794,0.9355,93.3,356
P444980,0.666,0.85825,88.1,396
P444987,0.884,0.9313,100.0,7
P444990,0.228,0.3553,60.0,25
P445726,0.534,0.7594000000000001,80.4,46
P445822,0.68,0.8186,90.9,11
P445827,0.765,0.91735,93.0,1248
P445832,0.811,0.9067,96.7,541
P445833,0.748,0.8847,91.8,343
P445951,0.604,0.7929999999999999,85.6,1168
P446102,0.702,0.8271,90.9,11
P446111,0.524,0.67545,71.4,14
P446419,0.759,0.9088,92.5,387
P446421,0.782,0.9079,95.0,1266
P446422,0.657,0.88315,85.9,312
P446423,0.604,0.807,83.5,711
P446518,0.504,0.7634,78.1,32
P446612,0.378,0.6369,67.9,53
P446629,0.77,0.94725,89.5,76
P446630,0.84,0.9597,97.1,136
P446638,0.813,0.9251,95.6,113
P446639,0.533,0.8578,75.9,29
P446641,0.785,0.9008,95.3,531
P446820,0.666,0.8242499999999999,91.7,36
P446822,0.67,0.8678,88.0,25
P446908,0.675,0.7783,91.9,37
P446909,0.645,0.8442,87.4,349
P446916,0.67,0.89345,86.8,114
P446930,0.709,0.8621,91.3,1856
P446934,0.644,0.8802,86.3,541
P446938,0.633,0.8264,86.8,1987
P446942,0.556,0.7311,83.6,985
P447199,0.646,0.84985,87.5,128
P447200,0.686,0.8567,90.3,134
P447210,0.662,0.8513,88.0,1009
P447212,0.676,0.8357,89.6,879
P447213,0.657,0.8752500000000001,86.5,148
P447409,0.662,0.807,91.4,35
P447504,0.539,0.8516,79.8,99
P447592,0.618,0.7579,89.2,1471
P447596,0.542,0.70365,83.7,356
P447597,0.594,0.7964,84.0,75
P447603,0.719,0.8625,92.2,528
P447604,0.74,0.8478,100.0,19
P447607,0.513,0.7369,82.8,29
P447608,0.732,0.8106,92.6,27
P447773,0.533,0.7689999999999999,81.7,82
P447778,0.579,0.7969999999999999,83.5,346
P447780,0.716,0.8805,90.6,1544
P447781,0.73,0.86235,94.1,810
P447782,0.725,0.857,93.5,815
P447783,0.686,0.8772,85.7,70
P447785,0.648,0.796,90.1,253
P447787,0.4,0.6952,68.4,38
P447788,0.713,0.79135,94.4,18
P447789,0.367,0.6124,65.7,67
P447790,0.401,0.4939,73.5,49
P447791,0.62,0.8298,85.8,1886
P448181,0.474,0.7566,75.8,281
P448184,0.826,0.9111,96.6,551
P448185,0.778,0.906,95.5,641
P448192,0.613,0.836,86.3,183
P448200,0.749,0.8661,93.1,160
P448201,0.742,0.86245,94.6,202
P448202,0.795,0.8934,95.9,944
P448203,0.755,0.8852,93.4,1419
P448207,0.815,0.9263,95.6,1776
P448530,0.565,0.7506,83.4,637
P448537,0.596,0.75135,87.9,116
P448542,0.513,0.7125,81.2,16
P448544,0.749,0.8883,88.9,9
P448545,0.301,0.51505,60.0,10
P448546,0.813,0.9017,100.0,9
P448547,0.914,0.9413,100.0,3
P448548,0.716,0.9282,90.9,11
P448549,0.685,0.8741,88.9,9
P448550,0.875,0.8507,100.0,5
P448551,0.688,0.6689,100.0,7
P448553,0.812,0.8735999999999999,100.0,22
P448554,0.617,0.81945,86.2,58
P448557,0.571,0.78485,75.0,16
P448558,0.434,0.70935,77.3,22
P448562,0.644,0.8645,89.9,69
P448563,0.167,0.3182,57.1,49
P448564,0.386,0.6088,75.0,16
P448565,0.382,0.7412,72.7,11
P448710,0.54,0.7807,80.6,67
P448711,0.652,0.8628,88.7,53
P448713,0.809,0.8283,100.0,8
P448715,0.754,0.8158,100.0,30
P448719,0.691,0.86355,90.5,442
P448802,0.596,0.78375,84.5,1142
P448852,0.524,0.7372,82.1,659
P448853,0.552,0.705,82.0,189
P448932,0.793,0.9265,92.7,177
P448934,0.595,0.7727,86.6,187
P448937,0.673,0.8589,88.8,1178
P449102,0.736,0.8727,92.9,112
P449150,0.691,0.8765,88.9,27
P449156,0.815,0.9188,97.0,67
P449158,0.595,0.7654,85.2,155
P449164,0.486,0.6421,77.8,18
P449175,0.708,0.8655,91.4,1049
P449177,0.771,0.9104000000000001,93.9,148
P449180,0.661,0.8521,88.3,896
P449188,0.583,0.7857000000000001,85.3,300
P449410,0.643,0.8806,83.3,12
P449411,0.641,0.6988000000000001,92.9,14
P449541,0.78,0.91805,94.2,206
P449599,0.651,0.83175,88.7,1602
P449601,0.718,0.8668,86.7,15
P449835,0.413,0.6304000000000001,72.0,50
P449836,0.629,0.8217,86.7,45
P450210,0.688,0.83295,92.9,70
P450211,0.666,0.8402,88.3,137
P450244,0.632,0.75455,89.9,308
P450262,0.623,0.8074,87.6,443
P450271,0.678,0.8356,90.3,6141
P450290,0.765,0.8908,93.7,174
P450583,0.588,0.7716,86.5,171
P450587,0.79,0.90465,93.2,88
P450614,0.491,0.6696,78.9,511
P450632,0.776,0.8929,95.0,278
P450633,0.706,0.8831500000000001,89.9,406
P450917,0.502,0.743,80.1,1682
P450934,0.774,0.8301,100.0,14
P450935,0.816,0.8064,100.0,3
P450947,0.428,0.64575,72.6,84
P451727,0.741,0.8026,100.0,8
P451728,0.392,0.59675,75.0,12
P451737,0.406,0.64015,75.0,8
P451745,0.632,0.798,83.3,24
P451748,0.709,0.8612,90.9,132
P451750,0.669,0.8027500000000001,83.3,6
P452002,0.501,0.7047,85.1,47
P452004,0.664,0.8537,88.2,68
P453224,0.679,0.85805,89.2,966
P453225,0.576,0.7512,84.6,1232
P453226,0.591,0.8381,84.0,445
P453227,0.705,0.8555,91.1,528
P453253,0.72,0.872,92.4,1674
P453713,0.779,0.9259,92.3,220
P453816,0.627,0.7906,88.0,4370
P453818,0.68,0.7901,91.2,125
P453822,0.616,0.7681,86.6,82
P453823,0.731,0.8705,93.3,599
P453824,0.79,0.9044000000000001,95.4,676
P453825,0.79,0.891,96.9,1511
P453826,0.818,0.9102,97.2,317
P453928,0.717,0.8694500000000001,91.9,360
P453929,0.76,0.88735,95.2,334
P453930,0.77,0.8844,94.9,945
P454018,0.78,0.8952,95.2,1348
P454019,0.722,0.8717,92.6,621
P454029,0.755,0.8529,100.0,18
P454084,0.754,0.8963,93.6,760
P454085,0.717,0.86745,92.3,470
P454086,0.732,0.8717,93.7,504
P454090,0.658,0.8654,90.7,75
P454095,0.688,0.88165,89.1,266
P454100,0.671,0.859,88.7,302
P454102,0.568,0.7935,82.8,367
P454120,0.653,0.8382,87.8,1105
P454313,0.712,0.8695,91.4,977
P454315,0.73,0.8879,91.7,48
P454375,0.342,0.51685,78.6,14
P454376,0.484,0.7845,76.3,59
P454377,0.324,0.6331,68.4,19
P454378,0.743,0.88305,92.8,1070
P454380,0.615,0.8074,87.3,3261
P454383,0.578,0.7717,84.6,1058
P454384,0.578,0.7717,84.6,1058
P454385,0.554,0.7334,77.2,57
P454387,0.606,0.83125,84.5,394
P454388,0.606,0.83125,84.5,394
P454389,0.522,0.7184,81.9,293
P454391,0.391,0.6486,63.2,19
P454395,0.565,0.7579,85.3,75
P454396,0.721,0.8555,93.2,763
P454514,0.584,0.7845,84.8,33
P454771,0.79,0.8955,97.7,86
P454794,0.618,0.8066,86.3,4159
P454795,0.682,0.91605,83.3,6
P454799,0.637,0.8478,86.6,499
P454800,0.594,0.8260000000000001,75.0,8
P454806,0.836,0.9291,97.4,654
P454807,0.592,0.8079000000000001,83.3,18
P454821,0.514,0.7485,79.4,107
P454822,0.577,0.7391,90.5,21
P454837,0.763,0.897,92.5,412
P454838,0.591,0.8074,85.4,1043
P454935,0.725,0.857,93.5,815
P454936,0.676,0.8357,89.6,879
P454937,0.4,0.6952,68.4,38
P454939,0.745,0.8475,95.7,23
P455010,0.284,0.5077,66.7,21
P455191,0.739,0.836,100.0,17
P455212,0.567,0.7745,80.2,121
P455215,0.458,0.6916,73.9,46
P455217,0.637,0.8516,84.6,65
P455227,0.604,0.7568,86.2,29
P455229,0.658,0.6577999999999999,100.0,2
P455235,0.602,0.8725,80.8,26
P455236,0.866,0.9544,96.8,1049
P455237,0.812,0.9429,94.0,465
P455241,0.759,0.8949,92.6,555
P455242,0.681,0.8679,89.1,313
P455332,0.695,0.8049,88.9,18
P455338,0.62,0.8429,85.6,202
P455339,0.531,0.72655,79.7,172
P455341,0.759,0.90865,90.4,52
P455364,0.534,0.7639,81.3,3000
P455365,0.613,0.78835,85.8,296
P455366,0.522,0.7073,81.7,662
P455368,0.588,0.7906,84.5,671
P455369,0.518,0.7351,81.5,788
P455421,0.772,0.8462,100.0,23
P455610,0.423,0.5710500000000001,75.0,48
P455611,0.571,0.7503,83.1,910
P455612,0.837,0.9408,96.4,167
P455613,0.75,0.92305,90.8,262
P455614,0.82,0.9309,96.4,167
P455618,0.676,0.89175,90.0,100
P455622,0.482,0.6808,76.9,91
P455623,0.722,0.8519,92.7,193
P455676,0.645,0.85535,86.6,2212
P455894,0.633,0.784,88.2,289
P455897,0.535,0.7596499999999999,81.0,42
P455898,0.663,0.8305,87.9,206
P455899,0.645,0.81565,87.3,244
P455900,0.595,0.7783,86.8,295
P455909,0.719,0.8486,90.6,32
P455915,0.152,0.15170000000000003,50.0,2
P455919,0.627,0.78885,89.7,58
P455924,0.663,0.8461000000000001,88.7,318
P455926,0.617,0.83115,85.4,1012
P455927,0.617,0.83115,85.4,1012
P455929,0.783,0.9021,94.7,340
P455930,0.632,0.81285,87.1,140
P455931,0.753,0.8777,93.9,99
P455934,0.698,0.85605,90.7,622
P455936,0.724,0.8777,92.2,1200
P456126,0.758,0.9048,93.7,789
P456192,0.729,0.8878,91.7,410
P456193,0.77,0.9054,93.7,381
P456194,0.83,0.9117,97.9,193
P456203,0.658,0.8481,84.2,19
P456204,0.49,0.8411,80.0,30
P456206,0.793,0.9117,94.5,402
P456207,0.741,0.8591,94.3,3112
P456208,0.72,0.87745,92.4,1196
P456210,0.581,0.76965,92.9,28
P456211,0.773,0.8973500000000001,95.0,1110
P456213,0.769,0.8906,95.0,2128
P456218,0.686,0.8689,89.4,2065
P456392,0.667,0.8453999999999999,90.7,1464
P456395,0.823,0.9239,95.1,143
P456398,0.791,0.9087,95.2,2937
P456399,0.752,0.8777,94.4,605
P456400,0.694,0.8176,92.3,378
P456401,0.499,0.7882,78.3,23
P456407,0.63,0.84065,83.3,24
P456410,0.532,0.7717,80.7,653
P456412,0.797,0.90515,95.5,4180
P456413,0.694,0.8773,88.2,85
P456414,0.753,0.8955500000000001,93.1,506
P456417,0.694,0.88,89.9,622
P456418,0.708,0.8673,91.3,1421
P456421,0.524,0.7111,78.6,159
P456434,0.487,0.62465,87.5,8
P456566,0.679,0.891,88.3,1041
P456569,0.601,0.9032,78.3,23
P456571,0.662,0.8452,87.7,351
P456572,0.603,0.7845,83.5,291
P456582,0.731,0.8908,92.5,386
P456957,0.591,0.7841,85.7,63
P456988,0.596,0.8514999999999999,83.6,280
P456989,0.709,0.8979,91.5,47
P456990,0.413,0.6688,68.6,35
P456991,0.512,0.808,78.4,88
P456992,0.653,0.7845,88.2,17
P456994,0.583,0.8182,82.4,392
P456997,0.625,0.8585,89.4,47
P457002,0.796,0.8932,95.7,69
P457005,0.8,0.907,95.8,979
P457008,0.751,0.8957,92.6,566
P457009,0.798,0.9149,100.0,6
P457010,0.885,0.9345,100.0,9
P457011,0.894,0.9258,100.0,13
P457012,0.768,0.94465,91.7,12
P457272,0.558,0.7935,78.6,14
P457273,0.395,0.74475,70.0,10
P457274,0.738,0.804,100.0,7
P457279,0.755,0.8793,100.0,3
P457439,0.375,0.4605,72.4,29
P457441,0.752,0.9056,90.9,33
P457442,0.427,0.62795,74.8,238
P457468,0.5,0.80425,79.2,24
P457510,0.699,0.8615999999999999,91.7,278
P457512,0.663,0.8623000000000001,87.8,476
P457517,0.775,0.8971,93.8,699
P457519,0.424,0.5704,75.7,37
P457520,0.445,0.7302,74.2,31
P457521,0.726,0.883,91.9,484
P457522,0.743,0.884,93.5,325
P457694,0.684,0.8759,88.0,108
P457695,0.723,0.8861,90.6,350
P457696,0.7,0.8835500000000001,89.6,144
P457697,0.767,0.8973,92.9,156
P457854,0.823,0.92,94.7,19
P457864,0.721,0.8728,92.3,597
P458209,0.704,0.9076,89.3,1356
P458216,0.645,0.85535,86.6,2212
P458219,0.72,0.8786,91.4,3321
P458546,0.864,0.9602,95.2,251
P458573,0.667,0.76755,94.4,18
P458576,0.673,0.8484,90.3,844
P458724,0.653,0.8283499999999999,88.7,238
P458733,0.581,0.7912,85.0,40
P458755,0.752,0.8972,93.9,954
P458900,0.763,0.88185,95.0,678
P458917,0.826,0.9485,94.5,344
P458958,0.749,0.8541000000000001,91.7,12
P458961,0.771,0.8954500000000001,94.4,18
P458962,0.524,0.8061,73.3,15
P458963,0.325,0.3818,80.0,5
P458964,0.635,0.8382499999999999,85.2,54
P459116,0.666,0.83175,92.3,52
P459127,0.669,0.8081,89.3,514
P459128,0.619,0.765,87.3,307
P459129,0.615,0.7249,89.2,268
P459130,0.665,0.7841,91.9,321
P459131,0.689,0.8641,86.4,81
P459133,0.705,0.8555,91.1,528
P459140,0.556,0.71895,81.0,42
P459141,0.676,0.8451,89.0,821
P459299,0.769,0.8906,95.0,2128
P459300,0.773,0.8973500000000001,95.0,1110
P459301,0.72,0.87745,92.4,1196
P459835,0.348,0.5994,63.4,41
P460010,0.32,0.4528,63.2,38
P460511,0.402,0.6837,66.7,18
P460512,0.75,0.8953,92.8,1835
P460513,0.781,0.9209499999999999,93.5,292
P460514,0.759,0.91125,93.1,304
P460515,0.735,0.88915,91.9,1018
P460516,0.728,0.88315,92.0,1428
P460554,0.683,0.872,88.9,117
P460578,0.754,0.88615,93.6,738
P460622,0.222,0.22165,50.0,2
P460624,0.845,0.93125,96.9,416
P460627,0.262,0.4019,66.7,99
P460701,0.647,0.83475,86.3,386
P460704,0.757,0.86195,94.4,18
